Entity,Code,Year,Share of population with some formal education
Ireland,IRL,1955,95.5
Ireland,IRL,1960,96
Ireland,IRL,1965,96.6
Ireland,IRL,1970,96.7
Ireland,IRL,1975,96.7
Ireland,IRL,1980,98.1
Ireland,IRL,1985,98.3
Ireland,IRL,1990,98.3
Ireland,IRL,1995,95.9
Ireland,IRL,2000,95.8
Ireland,IRL,2005,99.4
Ireland,IRL,2010,99.4
Ireland,IRL,2015,99.5
Ireland,IRL,2020,99.6
Israel,ISR,2015,98.8
Israel,ISR,2020,99.1
Italy,ITA,1870,28.099998
Italy,ITA,1875,30.599998
Italy,ITA,1880,34.699997
Italy,ITA,1885,39.3
Italy,ITA,1890,43.6
Italy,ITA,1895,47.5
Italy,ITA,1900,51.8
Italy,ITA,1905,55.3
Italy,ITA,1910,56.7
Italy,ITA,1915,61.4
Italy,ITA,1920,66.3
Italy,ITA,1925,70.9
Italy,ITA,1930,73.6
Italy,ITA,1935,77
Italy,ITA,1940,81.8
Italy,ITA,1945,86.3
Italy,ITA,1950,88.4
Italy,ITA,1955,90.1
Italy,ITA,1960,92.2
Italy,ITA,1965,94.1
Italy,ITA,1970,95.9
Italy,ITA,1975,95.1
Italy,ITA,1980,94.7
Italy,ITA,1985,94.1
Italy,ITA,1990,95.2
Italy,ITA,1995,96.2
Italy,ITA,2000,97.4
Italy,ITA,2005,98
Italy,ITA,2010,98.5
Italy,ITA,2015,98.8
Italy,ITA,2020,99
Jamaica,JAM,1870,17.599998
Jamaica,JAM,1875,20.5
Jamaica,JAM,1880,24.099998
Jamaica,JAM,1885,30.099998
Jamaica,JAM,1890,37.6
Jamaica,JAM,1895,45.4
Jamaica,JAM,1900,51.2
Jamaica,JAM,1905,58.6
Jamaica,JAM,1910,62.8
Jamaica,JAM,1915,65.3
Jamaica,JAM,1920,67.9
Jamaica,JAM,1925,69.6
Jamaica,JAM,1930,71.3
Jamaica,JAM,1935,75.5
Jamaica,JAM,1940,78.7
Jamaica,JAM,1945,81
Jamaica,JAM,1950,82.4
Jamaica,JAM,1955,83.6
Jamaica,JAM,1960,84.7
Jamaica,JAM,1965,90.8
Jamaica,JAM,1970,96.6
Jamaica,JAM,1975,97.5
Jamaica,JAM,1980,97.9
Jamaica,JAM,1985,96
Jamaica,JAM,1990,96.1
Jamaica,JAM,1995,95.1
Jamaica,JAM,2000,94.8
Jamaica,JAM,2005,95.1
Jamaica,JAM,2010,94.7
Jamaica,JAM,2015,94.7
Jamaica,JAM,2020,94.9
Japan,JPN,1870,19.5
Japan,JPN,1875,22.900002
Japan,JPN,1880,26.800003
Japan,JPN,1885,33.1
Japan,JPN,1890,44.5
Japan,JPN,1895,48.5
Japan,JPN,1900,56.5
Japan,JPN,1905,64.8
Japan,JPN,1910,70.8
Japan,JPN,1915,75.8
Japan,JPN,1920,81.8
Japan,JPN,1925,84.6
Japan,JPN,1930,88.4
Japan,JPN,1935,91.5
Japan,JPN,1940,94.3
Japan,JPN,1945,96.5
Japan,JPN,1950,96.5
Japan,JPN,1955,97.9
Japan,JPN,1960,98.9
Japan,JPN,1965,99.2
Japan,JPN,1970,99.7
Japan,JPN,1975,99.8
Japan,JPN,1980,99.8
Japan,JPN,1985,99.8
Japan,JPN,1990,99.9
Japan,JPN,1995,99.9
Japan,JPN,2000,99.9
Japan,JPN,2005,99.9
Japan,JPN,2010,99.9
Japan,JPN,2015,99.8
Japan,JPN,2020,99.8
Jordan,JOR,1870,0.099998474
Jordan,JOR,1875,0.19999695
Jordan,JOR,1880,0.19999695
Jordan,JOR,1885,0.30000305
Jordan,JOR,1890,0.40000153
Jordan,JOR,1895,0.5
Jordan,JOR,1900,0.69999695
Jordan,JOR,1905,1.800003
Jordan,JOR,1910,2.800003
Jordan,JOR,1915,3.5999985
Jordan,JOR,1920,10.400002
Jordan,JOR,1925,11.400002
Jordan,JOR,1930,12.300003
Jordan,JOR,1935,12.800003
Jordan,JOR,1940,14.699997
Jordan,JOR,1945,16.5
Jordan,JOR,1950,19.800003
Jordan,JOR,1955,25.300003
Jordan,JOR,1960,34.1
Jordan,JOR,1965,41.9
Jordan,JOR,1970,46.5
Jordan,JOR,1975,51.2
Jordan,JOR,1980,55.2
Jordan,JOR,1985,63
Jordan,JOR,1990,71.9
Jordan,JOR,1995,78.2
Jordan,JOR,2000,83.6
Jordan,JOR,2005,89.3
Jordan,JOR,2010,95.2
Jordan,JOR,2015,96.6
Jordan,JOR,2020,97.4
Kazakhstan,KAZ,2015,99.9
Kazakhstan,KAZ,2020,99.9
Kenya,KEN,1870,0.099998474
Kenya,KEN,1875,0.099998474
Kenya,KEN,1880,0.19999695
Kenya,KEN,1885,0.19999695
Kenya,KEN,1890,0.30000305
Kenya,KEN,1895,0.40000153
Kenya,KEN,1900,0.5
Kenya,KEN,1905,2.699997
Kenya,KEN,1910,4.5999985
Kenya,KEN,1915,6.0999985
Kenya,KEN,1920,12.800003
Kenya,KEN,1925,14.099998
Kenya,KEN,1930,15.5
Kenya,KEN,1935,16.800003
Kenya,KEN,1940,18.099998
Kenya,KEN,1945,20.5
Kenya,KEN,1950,22.5
Kenya,KEN,1955,25.300003
Kenya,KEN,1960,29.199997
Kenya,KEN,1965,31.800003
Kenya,KEN,1970,37.3
Kenya,KEN,1975,46.3
Kenya,KEN,1980,56.4
Kenya,KEN,1985,66
Kenya,KEN,1990,73.2
Kenya,KEN,1995,76.5
Kenya,KEN,2000,79.2
Kenya,KEN,2005,82
Kenya,KEN,2010,84.8
Kenya,KEN,2015,89.9
Kenya,KEN,2020,93.6
Kuwait,KWT,1870,0
Kuwait,KWT,1875,0
Kuwait,KWT,1880,0
Kuwait,KWT,1885,0
Kuwait,KWT,1890,0
Kuwait,KWT,1895,0
Kuwait,KWT,1900,0
Kuwait,KWT,1905,0
Kuwait,KWT,1910,2
Kuwait,KWT,1915,4
Kuwait,KWT,1920,6.199997
Kuwait,KWT,1925,8.099998
Kuwait,KWT,1930,16.099998
Kuwait,KWT,1935,20.599998
Kuwait,KWT,1940,24.300003
Kuwait,KWT,1945,30
Kuwait,KWT,1950,34.5
Kuwait,KWT,1955,40.1
Kuwait,KWT,1960,46.4
Kuwait,KWT,1965,52.4
Kuwait,KWT,1970,56.6
Kuwait,KWT,1975,42.5
Kuwait,KWT,1980,50.4
Kuwait,KWT,1985,55.8
Kuwait,KWT,1990,59.8
Kuwait,KWT,1995,61.3
Kuwait,KWT,2000,77.6
Kuwait,KWT,2005,94.1
Kuwait,KWT,2010,94.4
Kuwait,KWT,2015,96.3
Kuwait,KWT,2020,97.3
Kyrgyzstan,KGZ,2015,99.8
Kyrgyzstan,KGZ,2020,99.8
Laos,LAO,2015,73.3
Laos,LAO,2020,76.4
Latvia,LVA,2015,99.4
Latvia,LVA,2020,99.4
Lesotho,LSO,1870,0.69999695
Lesotho,LSO,1875,1
Lesotho,LSO,1880,1.5999985
Lesotho,LSO,1885,2.300003
Lesotho,LSO,1890,3.4000015
Lesotho,LSO,1895,4.9000015
Lesotho,LSO,1900,6.699997
Lesotho,LSO,1905,8.699997
Lesotho,LSO,1910,12
Lesotho,LSO,1915,14.5
Lesotho,LSO,1920,17
Lesotho,LSO,1925,25.599998
Lesotho,LSO,1930,31.300003
Lesotho,LSO,1935,35.300003
Lesotho,LSO,1940,41.3
Lesotho,LSO,1945,48.3
Lesotho,LSO,1950,56.3
Lesotho,LSO,1955,61.4
Lesotho,LSO,1960,66.3
Lesotho,LSO,1965,71.7
Lesotho,LSO,1970,73.2
Lesotho,LSO,1975,74.4
Lesotho,LSO,1980,76.7
Lesotho,LSO,1985,78.6
Lesotho,LSO,1990,80.6
Lesotho,LSO,1995,82.9
Lesotho,LSO,2000,85.1
Lesotho,LSO,2005,90.4
Lesotho,LSO,2010,90.5
Lesotho,LSO,2015,91.9
Lesotho,LSO,2020,92.7
Liberia,LBR,1870,0.9000015
Liberia,LBR,1875,1.0999985
Liberia,LBR,1880,1.4000015
Liberia,LBR,1885,1.800003
Liberia,LBR,1890,2.199997
Liberia,LBR,1895,2.800003
Liberia,LBR,1900,3.5
Liberia,LBR,1905,5
Liberia,LBR,1910,6.5999985
Liberia,LBR,1915,7.5999985
Liberia,LBR,1920,10.400002
Liberia,LBR,1925,10.099998
Liberia,LBR,1930,9
Liberia,LBR,1935,8.099998
Liberia,LBR,1940,8.699997
Liberia,LBR,1945,8.900002
Liberia,LBR,1950,8.699997
Liberia,LBR,1955,9.400002
Liberia,LBR,1960,11.5
Liberia,LBR,1965,14.199997
Liberia,LBR,1970,15.800003
Liberia,LBR,1975,21.300003
Liberia,LBR,1980,27.800003
Liberia,LBR,1985,34.5
Liberia,LBR,1990,39.2
Liberia,LBR,1995,39.1
Liberia,LBR,2000,43.3
Liberia,LBR,2005,47.9
Liberia,LBR,2010,55.3
Liberia,LBR,2015,58.7
Liberia,LBR,2020,64
Libya,LBY,1870,0
Libya,LBY,1875,0
Libya,LBY,1880,0.099998474
Libya,LBY,1885,0.099998474
Libya,LBY,1890,0.099998474
Libya,LBY,1895,0.099998474
Libya,LBY,1900,0.19999695
Libya,LBY,1905,0.30000305
Libya,LBY,1910,1.4000015
Libya,LBY,1915,2.4000015
Libya,LBY,1920,3.199997
Libya,LBY,1925,5.800003
Libya,LBY,1930,7.699997
Libya,LBY,1935,9.199997
Libya,LBY,1940,10.599998
Libya,LBY,1945,12.099998
Libya,LBY,1950,13.800003
Libya,LBY,1955,15.800003
Libya,LBY,1960,18.099998
Libya,LBY,1965,24.400002
Libya,LBY,1970,33.800003
Libya,LBY,1975,43.4
Libya,LBY,1980,52.3
Libya,LBY,1985,61
Libya,LBY,1990,67.9
Libya,LBY,1995,72.2
Libya,LBY,2000,76.2
Libya,LBY,2005,78.9
Libya,LBY,2010,81.2
Libya,LBY,2015,83.7
Libya,LBY,2020,85.1
Lithuania,LTU,2015,99.8
Lithuania,LTU,2020,99.9
Luxembourg,LUX,1870,0.80000305
Luxembourg,LUX,1875,1.0999985
Luxembourg,LUX,1880,1.300003
Luxembourg,LUX,1885,1.699997
Luxembourg,LUX,1890,2.199997
Luxembourg,LUX,1895,2.699997
Luxembourg,LUX,1900,3.4000015
Luxembourg,LUX,1905,4
Luxembourg,LUX,1910,5
Luxembourg,LUX,1915,5.800003
Luxembourg,LUX,1920,7
Luxembourg,LUX,1925,8.199997
Luxembourg,LUX,1930,9.900002
Luxembourg,LUX,1935,22.5
Luxembourg,LUX,1940,33.9
Luxembourg,LUX,1945,43.2
Luxembourg,LUX,1950,55.9
Luxembourg,LUX,1955,65.3
Luxembourg,LUX,1960,71.1
Luxembourg,LUX,1965,80.8
Luxembourg,LUX,1970,91.4
Luxembourg,LUX,1975,98.7
Luxembourg,LUX,1980,97.6
Luxembourg,LUX,1985,96.3
Luxembourg,LUX,1990,95.6
Luxembourg,LUX,1995,94.5
Luxembourg,LUX,2000,93.3
Luxembourg,LUX,2005,93.8
Luxembourg,LUX,2010,94.7
Luxembourg,LUX,2015,94.7
Luxembourg,LUX,2020,94.6
Macao,MAC,2015,98.4
Macao,MAC,2020,98.4
Malawi,MWI,1870,0
Malawi,MWI,1875,0
Malawi,MWI,1880,0
Malawi,MWI,1885,0.099998474
Malawi,MWI,1890,0.099998474
Malawi,MWI,1895,0.19999695
Malawi,MWI,1900,0.30000305
Malawi,MWI,1905,0.5
Malawi,MWI,1910,4.800003
Malawi,MWI,1915,8.699997
Malawi,MWI,1920,11.699997
Malawi,MWI,1925,15.199997
Malawi,MWI,1930,18.599998
Malawi,MWI,1935,22.300003
Malawi,MWI,1940,26.099998
Malawi,MWI,1945,30.199997
Malawi,MWI,1950,35
Malawi,MWI,1955,36.6
Malawi,MWI,1960,38
Malawi,MWI,1965,40.7
Malawi,MWI,1970,50.4
Malawi,MWI,1975,52.1
Malawi,MWI,1980,51.5
Malawi,MWI,1985,52.5
Malawi,MWI,1990,56.7
Malawi,MWI,1995,59.7
Malawi,MWI,2000,67
Malawi,MWI,2005,77.7
Malawi,MWI,2010,84.3
Malawi,MWI,2015,88.2
Malawi,MWI,2020,91.8
Malaysia,MYS,1870,0.30000305
Malaysia,MYS,1875,0.5
Malaysia,MYS,1880,0.5999985
Malaysia,MYS,1885,0.9000015
Malaysia,MYS,1890,1.199997
Malaysia,MYS,1895,1.5999985
Malaysia,MYS,1900,2.199997
Malaysia,MYS,1905,5.199997
Malaysia,MYS,1910,8.400002
Malaysia,MYS,1915,11.199997
Malaysia,MYS,1920,14
Malaysia,MYS,1925,20
Malaysia,MYS,1930,25.400002
Malaysia,MYS,1935,29.900002
Malaysia,MYS,1940,33.800003
Malaysia,MYS,1945,37.7
Malaysia,MYS,1950,42
Malaysia,MYS,1955,46.3
Malaysia,MYS,1960,52
Malaysia,MYS,1965,58.4
Malaysia,MYS,1970,66.5
Malaysia,MYS,1975,70.8
Malaysia,MYS,1980,76.2
Malaysia,MYS,1985,80.9
Malaysia,MYS,1990,84.9
Malaysia,MYS,1995,88.4
Malaysia,MYS,2000,91.1
Malaysia,MYS,2005,93.1
Malaysia,MYS,2010,95.6
Malaysia,MYS,2015,96.9
Malaysia,MYS,2020,97.8
Maldives,MDV,2015,86.8
Maldives,MDV,2020,89.1
Mali,MLI,1870,0
Mali,MLI,1875,0
Mali,MLI,1880,0
Mali,MLI,1885,0
Mali,MLI,1890,0
Mali,MLI,1895,0
Mali,MLI,1900,0
Mali,MLI,1905,0
Mali,MLI,1910,0.099998474
Mali,MLI,1915,0.099998474
Mali,MLI,1920,0.40000153
Mali,MLI,1925,0.5999985
Mali,MLI,1930,0.80000305
Mali,MLI,1935,2.5999985
Mali,MLI,1940,2.800003
Mali,MLI,1945,3.199997
Mali,MLI,1950,4
Mali,MLI,1955,4.5999985
Mali,MLI,1960,5
Mali,MLI,1965,5.699997
Mali,MLI,1970,6.800003
Mali,MLI,1975,10.099998
Mali,MLI,1980,13
Mali,MLI,1985,16
Mali,MLI,1990,18.099998
Mali,MLI,1995,19.699997
Mali,MLI,2000,22.099998
Mali,MLI,2005,28
Mali,MLI,2010,27.300003
Mali,MLI,2015,34.6
Mali,MLI,2020,43
Malta,MLT,1870,8.800003
Malta,MLT,1875,10.5
Malta,MLT,1880,12.5
Malta,MLT,1885,14.900002
Malta,MLT,1890,17.5
Malta,MLT,1895,20.599998
Malta,MLT,1900,24.400002
Malta,MLT,1905,28.5
Malta,MLT,1910,23.599998
Malta,MLT,1915,28.300003
Malta,MLT,1920,31.900002
Malta,MLT,1925,34.4
Malta,MLT,1930,34.9
Malta,MLT,1935,38.9
Malta,MLT,1940,43.9
Malta,MLT,1945,48.8
Malta,MLT,1950,52.5
Malta,MLT,1955,62
Malta,MLT,1960,71.7
Malta,MLT,1965,78.3
Malta,MLT,1970,77.7
Malta,MLT,1975,77.6
Malta,MLT,1980,77.5
Malta,MLT,1985,82.3
Malta,MLT,1990,85.4
Malta,MLT,1995,89.2
Malta,MLT,2000,94.1
Malta,MLT,2005,97.4
Malta,MLT,2010,97.5
Malta,MLT,2015,97.2
Malta,MLT,2020,97
Mauritania,MRT,2015,76.3
Mauritania,MRT,2020,81.8
Mauritius,MUS,1870,4.699997
Mauritius,MUS,1875,5.9000015
Mauritius,MUS,1880,7.5
Mauritius,MUS,1885,9.699997
Mauritius,MUS,1890,12.400002
Mauritius,MUS,1895,15.5
Mauritius,MUS,1900,24
Mauritius,MUS,1905,27.800003
Mauritius,MUS,1910,29.599998
Mauritius,MUS,1915,32.800003
Mauritius,MUS,1920,35.800003
Mauritius,MUS,1925,39.1
Mauritius,MUS,1930,42.6
Mauritius,MUS,1935,46.6
Mauritius,MUS,1940,48.1
Mauritius,MUS,1945,49.5
Mauritius,MUS,1950,50.6
Mauritius,MUS,1955,55.6
Mauritius,MUS,1960,61.8
Mauritius,MUS,1965,69.1
Mauritius,MUS,1970,76.2
Mauritius,MUS,1975,79.2
Mauritius,MUS,1980,80.6
Mauritius,MUS,1985,84.9
Mauritius,MUS,1990,88.9
Mauritius,MUS,1995,91.7
Mauritius,MUS,2000,93.6
Mauritius,MUS,2005,95.5
Mauritius,MUS,2010,97.5
Mauritius,MUS,2015,98.3
Mauritius,MUS,2020,99
Mexico,MEX,1870,11.800003
Mexico,MEX,1875,14.300003
Mexico,MEX,1880,17.199997
Mexico,MEX,1885,19.800003
Mexico,MEX,1890,22.199997
Mexico,MEX,1895,24.300003
Mexico,MEX,1900,26.400002
Mexico,MEX,1905,32
Mexico,MEX,1910,37.4
Mexico,MEX,1915,40.3
Mexico,MEX,1920,36.6
Mexico,MEX,1925,39.1
Mexico,MEX,1930,41
Mexico,MEX,1935,49.4
Mexico,MEX,1940,57.3
Mexico,MEX,1945,56.5
Mexico,MEX,1950,54.7
Mexico,MEX,1955,57.6
Mexico,MEX,1960,60.3
Mexico,MEX,1965,64.8
Mexico,MEX,1970,69.3
Mexico,MEX,1975,71
Mexico,MEX,1980,74.1
Mexico,MEX,1985,80.4
Mexico,MEX,1990,85.8
Mexico,MEX,1995,89.2
Mexico,MEX,2000,92.1
Mexico,MEX,2005,94.9
Mexico,MEX,2010,95.2
Mexico,MEX,2015,95.8
Mexico,MEX,2020,96.7
Moldova,MDA,2015,99.4
Moldova,MDA,2020,99.1
Mongolia,MNG,2015,96.4
Mongolia,MNG,2020,96.6
Morocco,MAR,1870,0
Morocco,MAR,1875,0
Morocco,MAR,1880,0
Morocco,MAR,1885,0.099998474
Morocco,MAR,1890,0.099998474
Morocco,MAR,1895,0.099998474
Morocco,MAR,1900,0.099998474
Morocco,MAR,1905,0.19999695
Morocco,MAR,1910,0.19999695
Morocco,MAR,1915,0.69999695
Morocco,MAR,1920,1.0999985
Morocco,MAR,1925,1.4000015
Morocco,MAR,1930,1.800003
Morocco,MAR,1935,2.199997
Morocco,MAR,1940,2.699997
Morocco,MAR,1945,3.300003
Morocco,MAR,1950,3.800003
Morocco,MAR,1955,5
Morocco,MAR,1960,6.5
Morocco,MAR,1965,9.099998
Morocco,MAR,1970,13.800003
Morocco,MAR,1975,19.300003
Morocco,MAR,1980,24.599998
Morocco,MAR,1985,30.699997
Morocco,MAR,1990,37.3
Morocco,MAR,1995,43.1
Morocco,MAR,2000,47.9
Morocco,MAR,2005,53.6
Morocco,MAR,2010,59.5
Morocco,MAR,2015,66.3
Morocco,MAR,2020,71.8
Mozambique,MOZ,1870,0.099998474
Mozambique,MOZ,1875,0.099998474
Mozambique,MOZ,1880,0.099998474
Mozambique,MOZ,1885,0.099998474
Mozambique,MOZ,1890,0.19999695
Mozambique,MOZ,1895,0.19999695
Mozambique,MOZ,1900,0.30000305
Mozambique,MOZ,1905,0.40000153
Mozambique,MOZ,1910,0.5
Mozambique,MOZ,1915,0.69999695
Mozambique,MOZ,1920,0.9000015
Mozambique,MOZ,1925,2
Mozambique,MOZ,1930,3.5
Mozambique,MOZ,1935,4.5
Mozambique,MOZ,1940,11
Mozambique,MOZ,1945,12.300003
Mozambique,MOZ,1950,14
Mozambique,MOZ,1955,18.900002
Mozambique,MOZ,1960,23.599998
Mozambique,MOZ,1965,28.199997
Mozambique,MOZ,1970,27.800003
Mozambique,MOZ,1975,25.5
Mozambique,MOZ,1980,29.400002
Mozambique,MOZ,1985,29.5
Mozambique,MOZ,1990,24.099998
Mozambique,MOZ,1995,21.5
Mozambique,MOZ,2000,23.599998
Mozambique,MOZ,2005,26.5
Mozambique,MOZ,2010,33.4
Mozambique,MOZ,2015,44.2
Mozambique,MOZ,2020,54.5
Myanmar,MMR,1870,1.699997
Myanmar,MMR,1875,2.5999985
Myanmar,MMR,1880,3.800003
Myanmar,MMR,1885,5.9000015
Myanmar,MMR,1890,8.599998
Myanmar,MMR,1895,10.699997
Myanmar,MMR,1900,11.599998
Myanmar,MMR,1905,12.800003
Myanmar,MMR,1910,14
Myanmar,MMR,1915,19.300003
Myanmar,MMR,1920,20.300003
Myanmar,MMR,1925,21.199997
Myanmar,MMR,1930,22.400002
Myanmar,MMR,1935,22.400002
Myanmar,MMR,1940,23.400002
Myanmar,MMR,1945,22.900002
Myanmar,MMR,1950,23.5
Myanmar,MMR,1955,25.199997
Myanmar,MMR,1960,25.800003
Myanmar,MMR,1965,29.800003
Myanmar,MMR,1970,30
Myanmar,MMR,1975,32.800003
Myanmar,MMR,1980,45.1
Myanmar,MMR,1985,55
Myanmar,MMR,1990,68.5
Myanmar,MMR,1995,74.2
Myanmar,MMR,2000,78.9
Myanmar,MMR,2005,82.1
Myanmar,MMR,2010,86.5
Myanmar,MMR,2015,88.9
Myanmar,MMR,2020,91.5
Namibia,NAM,2015,81
Namibia,NAM,2020,80.8
Nepal,NPL,1870,0
Nepal,NPL,1875,0
Nepal,NPL,1880,0
Nepal,NPL,1885,0
Nepal,NPL,1890,0
Nepal,NPL,1895,0
Nepal,NPL,1900,0
Nepal,NPL,1905,0.099998474
Nepal,NPL,1910,0.099998474
Nepal,NPL,1915,0.19999695
Nepal,NPL,1920,0.9000015
Nepal,NPL,1925,0.9000015
Nepal,NPL,1930,1
Nepal,NPL,1935,1.0999985
Nepal,NPL,1940,1.199997
Nepal,NPL,1945,1.300003
Nepal,NPL,1950,1.4000015
Nepal,NPL,1955,1.5999985
Nepal,NPL,1960,1.800003
Nepal,NPL,1965,4.0999985
Nepal,NPL,1970,7.800003
Nepal,NPL,1975,11.400002
Nepal,NPL,1980,15.599998
Nepal,NPL,1985,25.5
Nepal,NPL,1990,35.1
Nepal,NPL,1995,39.8
Nepal,NPL,2000,48.4
Nepal,NPL,2005,58.2
Nepal,NPL,2010,67
Nepal,NPL,2015,72.6
Nepal,NPL,2020,79.5
Netherlands,NLD,1870,72
Netherlands,NLD,1875,73.3
Netherlands,NLD,1880,74.8
Netherlands,NLD,1885,76.2
Netherlands,NLD,1890,77.3
Netherlands,NLD,1895,78.4
Netherlands,NLD,1900,79.5
Netherlands,NLD,1905,82.1
Netherlands,NLD,1910,84.5
Netherlands,NLD,1915,87.1
Netherlands,NLD,1920,90.6
Netherlands,NLD,1925,92.5
Netherlands,NLD,1930,93.9
Netherlands,NLD,1935,95.2
Netherlands,NLD,1940,96.7
Netherlands,NLD,1945,97.7
Netherlands,NLD,1950,98
Netherlands,NLD,1955,98.3
Netherlands,NLD,1960,98.7
Netherlands,NLD,1965,98.2
Netherlands,NLD,1970,98.4
Netherlands,NLD,1975,98.4
Netherlands,NLD,1980,98.5
Netherlands,NLD,1985,98
Netherlands,NLD,1990,98.5
Netherlands,NLD,1995,98.9
Netherlands,NLD,2000,99.2
Netherlands,NLD,2005,96.9
Netherlands,NLD,2010,100
Netherlands,NLD,2015,99.8
Netherlands,NLD,2020,99.8
New Zealand,NZL,1870,70.9
New Zealand,NZL,1875,72.3
New Zealand,NZL,1880,74.6
New Zealand,NZL,1885,78.2
New Zealand,NZL,1890,81.2
New Zealand,NZL,1895,84.4
New Zealand,NZL,1900,87.1
New Zealand,NZL,1905,90.2
New Zealand,NZL,1910,91.1
New Zealand,NZL,1915,93.2
New Zealand,NZL,1920,94.8
New Zealand,NZL,1925,95.7
New Zealand,NZL,1930,97
New Zealand,NZL,1935,97.7
New Zealand,NZL,1940,97.7
New Zealand,NZL,1945,98
New Zealand,NZL,1950,98.3
New Zealand,NZL,1955,98.5
New Zealand,NZL,1960,98.4
New Zealand,NZL,1965,98.1
New Zealand,NZL,1970,98.3
New Zealand,NZL,1975,99.5
New Zealand,NZL,1980,99.3
New Zealand,NZL,1985,99.7
New Zealand,NZL,1990,99.9
New Zealand,NZL,1995,99.9
New Zealand,NZL,2000,99.9
New Zealand,NZL,2005,99.8
New Zealand,NZL,2010,98.9
New Zealand,NZL,2015,98.6
New Zealand,NZL,2020,98.3
Nicaragua,NIC,1870,4.199997
Nicaragua,NIC,1875,5.300003
Nicaragua,NIC,1880,6.5
Nicaragua,NIC,1885,8.099998
Nicaragua,NIC,1890,10
Nicaragua,NIC,1895,12.099998
Nicaragua,NIC,1900,21.199997
Nicaragua,NIC,1905,24.5
Nicaragua,NIC,1910,26.599998
Nicaragua,NIC,1915,28.199997
Nicaragua,NIC,1920,30.199997
Nicaragua,NIC,1925,33.1
